	mgm4472160.3	mgm4472167.3	mgm4472253.3	mgm4472255.3	mgm4472304.3	mgm4472305.3	mgm4472312.3	mgm4472337.3	mgm4472353.3	mgm4472361.3	mgm4472397.3	mgm4472419.3	mgm4472428.3	mgm4472444.3	mgm4472462.3	mgm4472464.3	mgm4472467.3	mgm4472473.3	mgm4472484.3	mgm4472495.3	mgm4472580.3	mgm4472586.3	mgm4472682.3	mgm4472751.3	mgm4472934.3	mgm4473326.3	mgm4473472.3	mgm4473666.3	mgm4478487.3	mgm4478571.3	median	mean	sd	F_stat	p	bonferroni_p	fdr_p
Quorum_sensing_in_Yersinia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2.53333333333333	12.6183591843689	1.22823929685285	0.308652391349593	1	0.409593341000062
Biogenesis_of_cbb3-type_cytochrome_c_oxidases	0	0	0	0	0	0	0	0	0	0	0	0	11580	0	0	0	0	0	0	0	0	0	0	4100	0	0	0	0	4530	0	0	673.666666666667	2332.76879049019	1.21430251213197	0.312622468630213	1	0.409593341000062
Carnitine_Metabolism_in_Microorganisms	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1120	0	0	0	0	23	0	9	86	0	0	0	0	0	0	41.5	204.331331673457	1.20727203101607	0.314645976258618	1	0.409593341000062
O-antigen_capsule_important_for_environmental_persistence	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	1566	0	0	0	0	11	0	0	127	0	0	0	0	0	0	57	285.944050471417	1.20467994108317	0.315395575216694	1	0.409593341000062
Conjugative_transfer	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	8313	0	0	0	0	5	0	0	738	0	0	0	0	0	0	301.933333333333	1519.0256617054	1.20175017161762	0.316245136604335	1	0.409593341000062
A_toxin-antitoxin_module_cotranscribed_with_DinB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	14	0	0	0	0	0	0	0	0	0	5.96666666666667	30.1450325676677	1.1907758631369	0.319449330542194	1	0.409593341000062
ESAT-6_proteins_secretion_system_in_Firmicutes	0	3628	0	0	20	16	0	0	0	0	0	0	0	0	0	0	0	78	56	248	0	0	17	0	0	27	0	0	0	0	0	136.333333333333	661.168731833276	1.17921580069124	0.322862295611605	1	0.409593341000062
Pseudouridine_catabolism	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	378	0	0	40	0	20	0	0	27	0	14	0	0	0	0	16.2666666666667	68.970725090724	1.17864540476123	0.32303170872226	1	0.409593341000062
Putative_hemin_transporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	902	24	0	0	0	3	0	0	38	0	0	0	0	0	0	32.2333333333333	164.470243264672	1.16542309002012	0.326985744750305	1	0.409593341000062
Putrescine_utilization_pathways	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1288	0	0	0	0	33	0	0	52	0	0	0	0	0	0	45.9333333333333	234.84887779655	1.16031382462147	0.328527530373472	1	0.409593341000062
D-galactonate_catabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1556	0	0	0	0	81	0	0	15	0	0	0	0	0	0	55.0666666666667	283.874174814189	1.13975887647194	0.334809601537086	1	0.409593341000062
Conserved_cluster_around_inner_membrane_protein_gene_yghQ,_probably_involved_in_polysaccharide_biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	848	0	0	0	0	0	0	0	52	0	0	0	0	0	0	30	154.786616190561	1.13762624686333	0.335468732874433	1	0.409593341000062
Phenylpropionate_Degradation	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	449	0	0	0	0	24	0	0	0	0	0	0	0	0	0	15.8666666666667	81.9237380163693	1.13585594256953	0.336016939094744	1	0.409593341000062
Mediator_of_hyperadherence_YidE_in_Enterobacteria_and_its_conserved_region	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	991	0	0	0	0	37	0	0	19	0	0	0	0	0	0	34.9666666666667	180.720298906298	1.1334279572462	0.336770373313727	1	0.409593341000062
Resistance_to_Vancomycin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	14	0	0	0	0	0	9.23333333333333	47.9968988461815	1.11936698540008	0.341169503945354	1	0.409593341000062
Bacteriophage_P4_cluster	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	683	0	0	0	0	35	0	0	0	0	0	0	0	0	0	23.9333333333333	124.641536590649	1.11488325688867	0.342585235294559	1	0.409593341000062
GABA_and_putrescine_metabolism_from_cluters	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1044	0	0	0	0	33	0	0	12	0	0	0	0	0	0	36.4666666666667	190.398807105314	1.10873995790472	0.344535228437644	1	0.409593341000062
Conserved_cluster_in_Enterobacteriaceae_downstream_from_YqjA,_a_DedA_family_protein	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1260	0	0	0	0	39	0	0	17	0	0	0	0	0	0	44	229.792860247419	1.10266092121439	0.346476563375312	1	0.409593341000062
Colonization_factor_antigen_I_fimbriae	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	884	0	0	0	0	20	0	0	17	0	0	0	0	0	0	30.7666666666667	161.218567282995	1.10012108366653	0.347291135151478	1	0.409593341000062
Commensurate_regulon_activation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334	0	18	0	0	14	0	0	9	0	0	0	0	0	0	12.5	60.8756505311131	1.0989397231024	0.347670719485162	1	0.409593341000062
Multiple_Antibiotic_Resistance_MAR_locus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	2	0	0	8	0	0	0	0	0	0	8.06666666666667	42.3205610201173	1.09726119794486	0.348210814918572	1	0.409593341000062
Yfa_cluster	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	817	0	0	0	0	25	0	0	0	0	0	0	0	0	0	28.3333333333333	149.030738170151	1.09115530735257	0.350183108474056	1	0.409593341000062
Capsular_Polysaccharide_(CPS)_of_Campylobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	667	0	0	0	0	27	0	0	0	0	0	0	0	0	0	23.1333333333333	121.706751387642	1.09062171660447	0.350356035440539	1	0.409593341000062
Periplasmic_Acid_Stress_Response_in_Enterobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	0	0	0	0	13	0	0	0	0	0	0	0	0	0	11.7666666666667	62.0387439196381	1.08556928256352	0.351997989934407	1	0.409593341000062
Type_III_secretion_systems	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1374	11	0	0	0	39	0	0	0	0	0	0	0	0	0	47.5333333333333	250.636394601523	1.08537313815226	0.352061899939027	1	0.409593341000062
Acid_resistance_mechanisms	0	9109	9874	10302	11768	11663	0	20413	0	0	0	0	16602	7163	11270	0	18771	23640	13387	0	0	20169	0	3845	0	18683	11341	0	10176	0	8136	7605.86666666667	7855.33577821507	1.07853820118861	0.354296739408992	1	0.409593341000062
Ferrous_iron_transporter_EfeUOB,_low-pH-induced	0	0	0	0	3960	0	0	0	0	0	0	0	8761	0	0	0	537	0	0	0	0	0	0	3266	0	0	0	0	0	0	0	550.8	1803.16222996884	1.0759888779175	0.355134196568851	1	0.409593341000062
Allantoin_Utilization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1138	0	0	0	0	9	0	0	29	0	0	0	0	0	0	39.2	207.602637681735	1.07515969166991	0.355407043740795	1	0.409593341000062
Phage_Dual_Exonuclease_Exclusion	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	129	0	0	0	0	7	0	0	0	0	0	0	0	0	0	4.73333333333333	23.5283150521962	1.07205099241569	0.356431980269853	1	0.409593341000062
Siderophore_Enterobactin	36	110	24	49	0	28	0	6	13	0	0	0	0	23	0	0	2422	0	22	34	5	111	0	0	109	0	0	0	41	0	2.5	101.1	439.627063739727	1.06547751217481	0.358609722409991	1	0.409593341000062
CBSS-243277.1.peg.4359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	6	0	0	0	0	0	0	8.26666666666667	44.1587522728943	1.0553674384552	0.361987050632588	1	0.409593341000062
The_fimbrial_Stf_cluster	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	625	0	0	0	0	2	0	0	11	0	0	0	0	0	0	21.2666666666667	114.045040507546	1.04654822114605	0.364961066223098	1	0.409593341000062
Salmonella_invasion_locus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	4	0	0	0	0	0	0	0	0	0	6.8	36.496953108539	1.04462492748449	0.365613118387663	1	0.409593341000062
Siderophore_Aerobactin	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1862	0	0	0	0	0	0	0	29	0	0	0	0	0	0	63.1333333333333	339.793013397896	1.03838387243105	0.367737648983441	1	0.409593341000062
Osmoprotectant_ABC_transporter_YehZYXW_of_Enterobacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	465	0	0	0	0	0	0	0	7	0	0	0	0	0	0	15.7333333333333	84.8625392897988	1.03355746212801	0.369389708850294	1	0.409593341000062
Phage_shock_protein_(psp)_operon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	3	0	0	0	0	0	0	7.16666666666667	38.690712895575	1.03153940566073	0.370082842909249	1	0.409593341000062
Biofilm_Adhesin_Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	732	0	0	0	0	0	0	0	9	0	0	0	0	0	0	24.7	133.597736404528	1.02739310793895	0.371511343346	1	0.409593341000062
Siderophore_assembly_kit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2517	0	0	0	0	0	0	0	29	0	0	0	0	0	0	84.8666666666667	459.387127957819	1.02566598001828	0.372108127201693	1	0.409593341000062
Phage_Ea_cluster	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	3	0	0	0	0	0	0	0	0	0	0	10.7333333333333	58.2248515097577	1.02094055246298	0.373746198476339	1	0.409593341000062
Acetone_carboxylase	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.266666666666667	1.46059348668044	1	0.381099030994788	1	0.409593341000062
Proteasome_eukaryotic	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133333333333333	0.730296743340221	1	0.381099030994788	1	0.409593341000062
Staphylococcus_Two-component_and_Pore-forming_Cytolysins	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133333333333333	0.730296743340221	1	0.381099030994788	1	0.409593341000062
Symbiotic_colonization_and_sigma-dependent_biofilm_formation_gene_cluster	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.266666666666667	1.46059348668044	1	0.381099030994788	1	0.409593341000062
Phage_entry_and_exit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163.133333333333	893.518065476761	1	0.381099030994788	1	0.409593341000062
Xanthosine_utilization_(xap_region)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.5333333333333	397.28142837708	1	0.381099030994788	1	0.409593341000062
CBSS-262316.1.peg.2929	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.266666666666667	1.46059348668044	1	0.381099030994788	1	0.409593341000062
Lipopolysaccharide-related_cluster_in_Alphaproteobacteria	0	0	0	0	0	0	0	0	0	0	1050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	191.702895126808	1	0.381099030994788	1	0.409593341000062
DNA_Repair_Base_Excision	0	0	0	0	0	0	0	0	0	0	11574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385.8	2113.11362685493	1	0.381099030994788	1	0.409593341000062
AMP_to_3-phosphoglycerate	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6	8.76356092008266	1	0.381099030994788	1	0.409593341000062
SLO-NADGH_Locus	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	1.09544511501033	1	0.381099030994788	1	0.409593341000062
2-Ketogluconate_Utilization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4	18.6225669551756	1	0.381099030994788	1	0.409593341000062
Accessory_colonization_factor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.5333333333333	128.897375199549	1	0.381099030994788	1	0.409593341000062
At1g26220_At1g32070	0	0	0	0	14166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	472.2	2586.34591653939	1	0.381099030994788	1	0.409593341000062
Autotransporter_proteins	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.73333333333333	42.3572111137328	1	0.381099030994788	1	0.409593341000062
Bacterial_Cytoskeleton	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44814	0	0	0	1493.8	8181.87956401217	1	0.381099030994788	1	0.409593341000062
CBSS-160492.1.peg.550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2713	0	0	0	90.4333333333333	495.323766170505	1	0.381099030994788	1	0.409593341000062
CBSS-198094.1.peg.4426	0	0	0	0	0	0	0	0	0	0	1222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.7333333333333	223.105655090438	1	0.381099030994788	1	0.409593341000062
CBSS-316407.3.peg.2816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	219.089023002066	1	0.381099030994788	1	0.409593341000062
ClpS__and_metallo-protease_cluster_in_Cyanos_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.4333333333333	100.963524766786	1	0.381099030994788	1	0.409593341000062
Phage_integration_and_excision	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.566666666666667	3.10376115919594	1	0.381099030994788	1	0.409593341000062
Phage_replication	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.566666666666667	3.10376115919594	1	0.381099030994788	1	0.409593341000062
Phenylalanine_and_Tyrosine_Branches_from_Chorismate	0	0	0	0	0	0	0	0	0	0	1492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.7333333333333	272.400685265903	1	0.381099030994788	1	0.409593341000062
Quinone_oxidoreductase_family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.16666666666667	28.2989988044336	1	0.381099030994788	1	0.409593341000062
Two_cell_division_clusters_relating_to_chromosome_partitioning	0	0	0	0	0	0	0	0	0	0	24635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	821.166666666667	4497.71506804659	1	0.381099030994788	1	0.409593341000062
CBSS-323850.3.peg.3269	0	0	0	0	27661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	922.033333333333	5050.18455438347	1	0.381099030994789	1	0.409593341000062
Chlorophyll_Biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0.466666666666667	2.55603860169078	1	0.381099030994789	1	0.409593341000062
Copper_homeostasis:_copper_tolerance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	803	0	0	0	0	0	0	0	0	0	26.7666666666667	146.607071225549	1	0.381099030994789	1	0.409593341000062
DNA_phosphorothioation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0.233333333333333	1.27801930084539	1	0.381099030994789	1	0.409593341000062
Listeria_bile_tolerance_locus_BltB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0.333333333333333	1.82574185835055	1	0.381099030994789	1	0.409593341000062
Niacin-Choline_transport_and_metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	776	0	0	0	25.8666666666667	141.677568208003	1	0.381099030994789	1	0.409593341000062
Poly-gamma-glutamate_biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	5.26666666666667	28.8467213619387	1	0.381099030994789	1	0.409593341000062
Recycling_of_Peptidoglycan_Amino_Sugars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136.4	747.093568437047	1	0.381099030994789	1	0.409593341000062
RNA_methylation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2635.56666666667	14435.5931514203	1	0.381099030994789	1	0.409593341000062
Toxin-antitoxin_replicon_stabilization_systems	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.26666666666667	45.2783980870937	1	0.381099030994789	1	0.409593341000062
YgfZ-Iron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	441.733333333333	2419.47311068615	1	0.381099030994789	1	0.409593341000062
Zinc_resistance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0.166666666666667	0.912870929175277	1	0.381099030994789	1	0.409593341000062
Adaptation_to_d-cysteine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26666666666667	28.8467213619387	0.999999999999999	0.381099030994789	1	0.409593341000062
Benzoate_transport_and_degradation_cluster	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.76666666666667	53.4942364496712	0.999999999999999	0.381099030994789	1	0.409593341000062
Biogenesis_of_c-type_cytochromes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409.4	2242.37615042615	0.999999999999999	0.381099030994789	1	0.409593341000062
Catechol_branch_of_beta-ketoadipate_pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	4.06666666666667	22.2740506718768	0.999999999999999	0.381099030994789	1	0.409593341000062
Formaldehyde_assimilation:_Ribulose_monophosphate_pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0.266666666666667	1.46059348668044	0.999999999999999	0.381099030994789	1	0.409593341000062
HMG_CoA_Synthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1110	0	0	37	202.657346276911	0.999999999999999	0.381099030994789	1	0.409593341000062
L-2-amino-thiazoline-4-carboxylic_acid-Lcysteine_conversion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0.333333333333333	1.82574185835055	0.999999999999999	0.381099030994789	1	0.409593341000062
Protein_Acetylation_and_Deacetylation_in_Bacteria	0	0	0	0	10577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352.566666666667	1931.08716357738	0.999999999999999	0.381099030994789	1	0.409593341000062
Protocatechuate_branch_of_beta-ketoadipate_pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	4.06666666666667	22.2740506718768	0.999999999999999	0.381099030994789	1	0.409593341000062
Proton-dependent_Peptide_Transporters	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303.566666666667	1662.70311039985	0.999999999999999	0.381099030994789	1	0.409593341000062
Salmochelin-mediated_Iron_Acquisition	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10.9544511501033	0.999999999999999	0.381099030994789	1	0.409593341000062
Small_acid-soluble_spore_proteins	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0.133333333333333	0.730296743340221	0.999999999999999	0.381099030994789	1	0.409593341000062
tRNA_modification_yeast_cytoplasmic	0	0	0	37745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1258.16666666667	6891.26264434416	0.999999999999999	0.381099030994789	1	0.409593341000062
Widespread_colonization_island	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.233333333333333	1.27801930084539	0.999999999999999	0.381099030994789	1	0.409593341000062
Acyl-CoA_thioesterase_II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7	20.2657346276911	1	0.381099030994789	1	0.409593341000062
COG3380_COG2907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.33333333333333	45.6435464587638	1	0.381099030994789	1	0.409593341000062
Core_Oligosaccharide_Glycosylation_in_Pseudomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56666666666667	8.5809867342476	1	0.381099030994789	1	0.409593341000062
Methicillin_resistance_in_Staphylococci	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7938	0	264.6	1449.27388715867	1	0.381099030994789	1	0.409593341000062
Naphtalene_and_antracene_degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.13333333333333	17.1619734684952	1	0.381099030994789	1	0.409593341000062
Octadecanoids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.833333333333333	4.56435464587638	1	0.381099030994789	1	0.409593341000062
Triacylglycerol_metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.46666666666667	46.3738432021041	1	0.381099030994789	1	0.409593341000062
ABC-type_iron_transport_system	0	0	0	0	1776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.2	324.251754043058	0.999999999999999	0.381099030994789	1	0.409593341000062
CRISPRs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	1.6431676725155	0.999999999999999	0.381099030994789	1	0.409593341000062
Fructoselysine_(Amadori_product)_utilization_pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0.6	3.286335345031	0.999999999999999	0.381099030994789	1	0.409593341000062
MexA-MexB-OprM_Multidrug_Efflux_System	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0.3	1.6431676725155	0.999999999999999	0.381099030994789	1	0.409593341000062
Natural_DNA_Transformation_in_Vibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.533333333333333	2.92118697336089	0.999999999999999	0.381099030994789	1	0.409593341000062
O-Methyl_Phosphoramidate_Capsule_Modification_in_Campylobacter	0	0	0	0	0	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.5666666666667	63.3532424847642	0.999999999999999	0.381099030994789	1	0.409593341000062
2-phosphoglycolate_salvage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.7	31.2201857777945	0.999999999999999	0.381099030994789	1	0.409593341000062
alpha-Fimbriae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	1.86666666666667	10.2241544067631	0.999999999999999	0.381099030994789	1	0.409593341000062
Aminoglycoside_adenylyltransferases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0.3	1.6431676725155	0.999999999999999	0.381099030994789	1	0.409593341000062
CBSS-288000.5.peg.1793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21033	0	0	701.1	3840.08285066872	0.999999999999999	0.381099030994789	1	0.409593341000062
CBSS-370552.3.peg.1240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133333333333333	0.730296743340221	0.999999999999998	0.381099030994789	1	0.409593341000062
DNA_repair,_bacterial_DinG_and_relatives	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.2	83.2538287407853	0.999999999999999	0.381099030994789	1	0.409593341000062
Glutaredoxin_3_and_Glutathione_synthetase_cluster	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6	14.2407864951343	0.999999999999999	0.381099030994789	1	0.409593341000062
Glycerate_metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24897	0	0	829.9	4545.54950473537	0.999999999999999	0.381099030994789	1	0.409593341000062
Major_Outer_Membrane_Proteins	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234.166666666667	1282.58365549126	0.999999999999999	0.381099030994789	1	0.409593341000062
Phosphate_metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1440.5	7889.94344086192	0.999999999999998	0.381099030994789	1	0.409593341000062
Quinate_degradation	0	0	0	0	0	0	0	0	0	0	0	0	1193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.7666666666667	217.811003701221	0.999999999999998	0.381099030994789	1	0.409593341000062
